id;instrumento;acorde;acorde_enarmonico;tonica;tonica_pt;qualidade;formula_intervalar;inversao_numero;inversao_nome;notas_ordenadas;notas_separadas;baixo_sugerido;mao_esquerda_sugerida;mao_direita_sugerida;oitava_referencia;observacoes;fonte
teclado-G#9-0;teclado;G#9;Ab9;G#;Sol sustenido;nona dominante;1 3 5 b7 9;0;posição fundamental;G#-A#-C-D#-F#;G#|A#|C|D#|F#;G#;G#;G#-A#-C-D#-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#9-1;teclado;G#9;Ab9;G#;Sol sustenido;nona dominante;1 3 5 b7 9;1;1ª inversão;A#-C-D#-F#-G#;A#|C|D#|F#|G#;A#;G#;A#-C-D#-F#-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#9-2;teclado;G#9;Ab9;G#;Sol sustenido;nona dominante;1 3 5 b7 9;2;2ª inversão;C-D#-F#-G#-A#;C|D#|F#|G#|A#;C;G#;C-D#-F#-G#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#9-3;teclado;G#9;Ab9;G#;Sol sustenido;nona dominante;1 3 5 b7 9;3;3ª inversão;D#-F#-G#-A#-C;D#|F#|G#|A#|C;D#;G#;D#-F#-G#-A#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#9-4;teclado;G#9;Ab9;G#;Sol sustenido;nona dominante;1 3 5 b7 9;4;4ª inversão;F#-G#-A#-C-D#;F#|G#|A#|C|D#;F#;G#;F#-G#-A#-C-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#maj9-0;teclado;G#maj9;Abmaj9;G#;Sol sustenido;nona maior;1 3 5 7 9;0;posição fundamental;G#-A#-C-D#-G;G#|A#|C|D#|G;G#;G#;G#-A#-C-D#-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#maj9-1;teclado;G#maj9;Abmaj9;G#;Sol sustenido;nona maior;1 3 5 7 9;1;1ª inversão;A#-C-D#-G-G#;A#|C|D#|G|G#;A#;G#;A#-C-D#-G-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#maj9-2;teclado;G#maj9;Abmaj9;G#;Sol sustenido;nona maior;1 3 5 7 9;2;2ª inversão;C-D#-G-G#-A#;C|D#|G|G#|A#;C;G#;C-D#-G-G#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#maj9-3;teclado;G#maj9;Abmaj9;G#;Sol sustenido;nona maior;1 3 5 7 9;3;3ª inversão;D#-G-G#-A#-C;D#|G|G#|A#|C;D#;G#;D#-G-G#-A#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#maj9-4;teclado;G#maj9;Abmaj9;G#;Sol sustenido;nona maior;1 3 5 7 9;4;4ª inversão;G-G#-A#-C-D#;G|G#|A#|C|D#;G;G#;G-G#-A#-C-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#m9-0;teclado;G#m9;Abm9;G#;Sol sustenido;menor com nona;1 b3 5 b7 9;0;posição fundamental;G#-A#-B-D#-F#;G#|A#|B|D#|F#;G#;G#;G#-A#-B-D#-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#m9-1;teclado;G#m9;Abm9;G#;Sol sustenido;menor com nona;1 b3 5 b7 9;1;1ª inversão;A#-B-D#-F#-G#;A#|B|D#|F#|G#;A#;G#;A#-B-D#-F#-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#m9-2;teclado;G#m9;Abm9;G#;Sol sustenido;menor com nona;1 b3 5 b7 9;2;2ª inversão;B-D#-F#-G#-A#;B|D#|F#|G#|A#;B;G#;B-D#-F#-G#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#m9-3;teclado;G#m9;Abm9;G#;Sol sustenido;menor com nona;1 b3 5 b7 9;3;3ª inversão;D#-F#-G#-A#-B;D#|F#|G#|A#|B;D#;G#;D#-F#-G#-A#-B;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#m9-4;teclado;G#m9;Abm9;G#;Sol sustenido;menor com nona;1 b3 5 b7 9;4;4ª inversão;F#-G#-A#-B-D#;F#|G#|A#|B|D#;F#;G#;F#-G#-A#-B-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#11-0;teclado;G#11;Ab11;G#;Sol sustenido;décima primeira;1 3 5 b7 9 11;0;posição fundamental;G#-A#-C-C#-D#-F#;G#|A#|C|C#|D#|F#;G#;G#;G#-A#-C-C#-D#-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#11-1;teclado;G#11;Ab11;G#;Sol sustenido;décima primeira;1 3 5 b7 9 11;1;1ª inversão;A#-C-C#-D#-F#-G#;A#|C|C#|D#|F#|G#;A#;G#;A#-C-C#-D#-F#-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#11-2;teclado;G#11;Ab11;G#;Sol sustenido;décima primeira;1 3 5 b7 9 11;2;2ª inversão;C-C#-D#-F#-G#-A#;C|C#|D#|F#|G#|A#;C;G#;C-C#-D#-F#-G#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#11-3;teclado;G#11;Ab11;G#;Sol sustenido;décima primeira;1 3 5 b7 9 11;3;3ª inversão;C#-D#-F#-G#-A#-C;C#|D#|F#|G#|A#|C;C#;G#;C#-D#-F#-G#-A#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#11-4;teclado;G#11;Ab11;G#;Sol sustenido;décima primeira;1 3 5 b7 9 11;4;4ª inversão;D#-F#-G#-A#-C-C#;D#|F#|G#|A#|C|C#;D#;G#;D#-F#-G#-A#-C-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#11-5;teclado;G#11;Ab11;G#;Sol sustenido;décima primeira;1 3 5 b7 9 11;5;5ª inversão;F#-G#-A#-C-C#-D#;F#|G#|A#|C|C#|D#;F#;G#;F#-G#-A#-C-C#-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#m11-0;teclado;G#m11;Abm11;G#;Sol sustenido;menor com décima primeira;1 b3 5 b7 9 11;0;posição fundamental;G#-A#-B-C#-D#-F#;G#|A#|B|C#|D#|F#;G#;G#;G#-A#-B-C#-D#-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#m11-1;teclado;G#m11;Abm11;G#;Sol sustenido;menor com décima primeira;1 b3 5 b7 9 11;1;1ª inversão;A#-B-C#-D#-F#-G#;A#|B|C#|D#|F#|G#;A#;G#;A#-B-C#-D#-F#-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#m11-2;teclado;G#m11;Abm11;G#;Sol sustenido;menor com décima primeira;1 b3 5 b7 9 11;2;2ª inversão;B-C#-D#-F#-G#-A#;B|C#|D#|F#|G#|A#;B;G#;B-C#-D#-F#-G#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#m11-3;teclado;G#m11;Abm11;G#;Sol sustenido;menor com décima primeira;1 b3 5 b7 9 11;3;3ª inversão;C#-D#-F#-G#-A#-B;C#|D#|F#|G#|A#|B;C#;G#;C#-D#-F#-G#-A#-B;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#m11-4;teclado;G#m11;Abm11;G#;Sol sustenido;menor com décima primeira;1 b3 5 b7 9 11;4;4ª inversão;D#-F#-G#-A#-B-C#;D#|F#|G#|A#|B|C#;D#;G#;D#-F#-G#-A#-B-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#m11-5;teclado;G#m11;Abm11;G#;Sol sustenido;menor com décima primeira;1 b3 5 b7 9 11;5;5ª inversão;F#-G#-A#-B-C#-D#;F#|G#|A#|B|C#|D#;F#;G#;F#-G#-A#-B-C#-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#13-0;teclado;G#13;Ab13;G#;Sol sustenido;décima terceira;1 3 5 b7 9 13;0;posição fundamental;G#-A#-C-D#-F-F#;G#|A#|C|D#|F|F#;G#;G#;G#-A#-C-D#-F-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#13-1;teclado;G#13;Ab13;G#;Sol sustenido;décima terceira;1 3 5 b7 9 13;1;1ª inversão;A#-C-D#-F-F#-G#;A#|C|D#|F|F#|G#;A#;G#;A#-C-D#-F-F#-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#13-2;teclado;G#13;Ab13;G#;Sol sustenido;décima terceira;1 3 5 b7 9 13;2;2ª inversão;C-D#-F-F#-G#-A#;C|D#|F|F#|G#|A#;C;G#;C-D#-F-F#-G#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#13-3;teclado;G#13;Ab13;G#;Sol sustenido;décima terceira;1 3 5 b7 9 13;3;3ª inversão;D#-F-F#-G#-A#-C;D#|F|F#|G#|A#|C;D#;G#;D#-F-F#-G#-A#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#13-4;teclado;G#13;Ab13;G#;Sol sustenido;décima terceira;1 3 5 b7 9 13;4;4ª inversão;F-F#-G#-A#-C-D#;F|F#|G#|A#|C|D#;F;G#;F-F#-G#-A#-C-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#13-5;teclado;G#13;Ab13;G#;Sol sustenido;décima terceira;1 3 5 b7 9 13;5;5ª inversão;F#-G#-A#-C-D#-F;F#|G#|A#|C|D#|F;F#;G#;F#-G#-A#-C-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#m13-0;teclado;G#m13;Abm13;G#;Sol sustenido;menor com décima terceira;1 b3 5 b7 9 13;0;posição fundamental;G#-A#-B-D#-F-F#;G#|A#|B|D#|F|F#;G#;G#;G#-A#-B-D#-F-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#m13-1;teclado;G#m13;Abm13;G#;Sol sustenido;menor com décima terceira;1 b3 5 b7 9 13;1;1ª inversão;A#-B-D#-F-F#-G#;A#|B|D#|F|F#|G#;A#;G#;A#-B-D#-F-F#-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#m13-2;teclado;G#m13;Abm13;G#;Sol sustenido;menor com décima terceira;1 b3 5 b7 9 13;2;2ª inversão;B-D#-F-F#-G#-A#;B|D#|F|F#|G#|A#;B;G#;B-D#-F-F#-G#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#m13-3;teclado;G#m13;Abm13;G#;Sol sustenido;menor com décima terceira;1 b3 5 b7 9 13;3;3ª inversão;D#-F-F#-G#-A#-B;D#|F|F#|G#|A#|B;D#;G#;D#-F-F#-G#-A#-B;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#m13-4;teclado;G#m13;Abm13;G#;Sol sustenido;menor com décima terceira;1 b3 5 b7 9 13;4;4ª inversão;F-F#-G#-A#-B-D#;F|F#|G#|A#|B|D#;F;G#;F-F#-G#-A#-B-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#m13-5;teclado;G#m13;Abm13;G#;Sol sustenido;menor com décima terceira;1 b3 5 b7 9 13;5;5ª inversão;F#-G#-A#-B-D#-F;F#|G#|A#|B|D#|F;F#;G#;F#-G#-A#-B-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#7b5-0;teclado;G#7b5;Ab7b5;G#;Sol sustenido;sétima com quinta diminuta;1 3 b5 b7;0;posição fundamental;G#-C-D-F#;G#|C|D|F#;G#;G#;G#-C-D-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#7b5-1;teclado;G#7b5;Ab7b5;G#;Sol sustenido;sétima com quinta diminuta;1 3 b5 b7;1;1ª inversão;C-D-F#-G#;C|D|F#|G#;C;G#;C-D-F#-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#7b5-2;teclado;G#7b5;Ab7b5;G#;Sol sustenido;sétima com quinta diminuta;1 3 b5 b7;2;2ª inversão;D-F#-G#-C;D|F#|G#|C;D;G#;D-F#-G#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#7b5-3;teclado;G#7b5;Ab7b5;G#;Sol sustenido;sétima com quinta diminuta;1 3 b5 b7;3;3ª inversão;F#-G#-C-D;F#|G#|C|D;F#;G#;F#-G#-C-D;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#7#5-0;teclado;G#7#5;Ab7#5;G#;Sol sustenido;sétima com quinta aumentada;1 3 #5 b7;0;posição fundamental;G#-C-E-F#;G#|C|E|F#;G#;G#;G#-C-E-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#7#5-1;teclado;G#7#5;Ab7#5;G#;Sol sustenido;sétima com quinta aumentada;1 3 #5 b7;1;1ª inversão;C-E-F#-G#;C|E|F#|G#;C;G#;C-E-F#-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#7#5-2;teclado;G#7#5;Ab7#5;G#;Sol sustenido;sétima com quinta aumentada;1 3 #5 b7;2;2ª inversão;E-F#-G#-C;E|F#|G#|C;E;G#;E-F#-G#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#7#5-3;teclado;G#7#5;Ab7#5;G#;Sol sustenido;sétima com quinta aumentada;1 3 #5 b7;3;3ª inversão;F#-G#-C-E;F#|G#|C|E;F#;G#;F#-G#-C-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#7b9-0;teclado;G#7b9;Ab7b9;G#;Sol sustenido;sétima com nona menor;1 b9 3 5 b7;0;posição fundamental;G#-A-C-D#-F#;G#|A|C|D#|F#;G#;G#;G#-A-C-D#-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#7b9-1;teclado;G#7b9;Ab7b9;G#;Sol sustenido;sétima com nona menor;1 b9 3 5 b7;1;1ª inversão;A-C-D#-F#-G#;A|C|D#|F#|G#;A;G#;A-C-D#-F#-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#7b9-2;teclado;G#7b9;Ab7b9;G#;Sol sustenido;sétima com nona menor;1 b9 3 5 b7;2;2ª inversão;C-D#-F#-G#-A;C|D#|F#|G#|A;C;G#;C-D#-F#-G#-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#7b9-3;teclado;G#7b9;Ab7b9;G#;Sol sustenido;sétima com nona menor;1 b9 3 5 b7;3;3ª inversão;D#-F#-G#-A-C;D#|F#|G#|A|C;D#;G#;D#-F#-G#-A-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#7b9-4;teclado;G#7b9;Ab7b9;G#;Sol sustenido;sétima com nona menor;1 b9 3 5 b7;4;4ª inversão;F#-G#-A-C-D#;F#|G#|A|C|D#;F#;G#;F#-G#-A-C-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#7#9-0;teclado;G#7#9;Ab7#9;G#;Sol sustenido;sétima com nona aumentada;1 #9 3 5 b7;0;posição fundamental;G#-B-C-D#-F#;G#|B|C|D#|F#;G#;G#;G#-B-C-D#-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#7#9-1;teclado;G#7#9;Ab7#9;G#;Sol sustenido;sétima com nona aumentada;1 #9 3 5 b7;1;1ª inversão;B-C-D#-F#-G#;B|C|D#|F#|G#;B;G#;B-C-D#-F#-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#7#9-2;teclado;G#7#9;Ab7#9;G#;Sol sustenido;sétima com nona aumentada;1 #9 3 5 b7;2;2ª inversão;C-D#-F#-G#-B;C|D#|F#|G#|B;C;G#;C-D#-F#-G#-B;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#7#9-3;teclado;G#7#9;Ab7#9;G#;Sol sustenido;sétima com nona aumentada;1 #9 3 5 b7;3;3ª inversão;D#-F#-G#-B-C;D#|F#|G#|B|C;D#;G#;D#-F#-G#-B-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#7#9-4;teclado;G#7#9;Ab7#9;G#;Sol sustenido;sétima com nona aumentada;1 #9 3 5 b7;4;4ª inversão;F#-G#-B-C-D#;F#|G#|B|C|D#;F#;G#;F#-G#-B-C-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#5-0;teclado;G#5;Ab5;G#;Sol sustenido;quinta (power chord);1 5;0;posição fundamental;G#-D#;G#|D#;G#;G#;G#-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-G#5-1;teclado;G#5;Ab5;G#;Sol sustenido;quinta (power chord);1 5;1;1ª inversão;D#-G#;D#|G#;D#;G#;D#-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-A-0;teclado;A;;A;Lá;maior;1 3 5;0;posição fundamental;A-C#-E;A|C#|E;A;A;A-C#-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-A-1;teclado;A;;A;Lá;maior;1 3 5;1;1ª inversão;C#-E-A;C#|E|A;C#;A;C#-E-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-A-2;teclado;A;;A;Lá;maior;1 3 5;2;2ª inversão;E-A-C#;E|A|C#;E;A;E-A-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Am-0;teclado;Am;;A;Lá;menor;1 b3 5;0;posição fundamental;A-C-E;A|C|E;A;A;A-C-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Am-1;teclado;Am;;A;Lá;menor;1 b3 5;1;1ª inversão;C-E-A;C|E|A;C;A;C-E-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Am-2;teclado;Am;;A;Lá;menor;1 b3 5;2;2ª inversão;E-A-C;E|A|C;E;A;E-A-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-A7-0;teclado;A7;;A;Lá;sétima dominante;1 3 5 b7;0;posição fundamental;A-C#-E-G;A|C#|E|G;A;A;A-C#-E-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-A7-1;teclado;A7;;A;Lá;sétima dominante;1 3 5 b7;1;1ª inversão;C#-E-G-A;C#|E|G|A;C#;A;C#-E-G-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
